"COUB","Country of birth","FBORN","Place of birth","EDU","Education level","AGE","Age","SEX","Sex","COU","Country of residence","Value","Flag Codes","Flags"
"PSE","Occup. Palestinian Terr.","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",2447,,
"OMN","Oman","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",113,,
"PAK","Pakistan","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",9855,,
"PHL","Philippines","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",94566,,
"MMR","Myanmar","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",10461,,
"NPL","Nepal","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",2231,,
"MNG","Mongolia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",28,,
"MYS","Malaysia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",75069,,
"MDV","Maldives","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",104,,
"LBN","Lebanon","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",69300,,
"MAC","Macau","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",1692,,
"KWT","Kuwait","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",1863,,
"USSR-KGZ","Kyrgyzstan","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",16,,
"LAO","Laos","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",9337,,
"JPN","Japan","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",22833,,
"JOR","Jordan","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",2739,,
"USSR-KAZ","Kazakhstan","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",199,,
"HKG","Hong Kong","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",60856,,
"ISR","Israel","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",5794,,
"IND","India","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",88242,,
"IDN","Indonesia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",43358,,
"IRN","Iran","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",17197,,
"IRQ","Iraq","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",21210,,
"CHN","China","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",134697,,
"TWN","Chinese Taipei","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",20239,,
"KHM","Cambodia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",21952,,
"BRN","Brunei Darussalam","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",1669,,
"BTN","Bhutan","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",22,,
"USSR-AZE","Azerbaijan","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",20,,
"BHR","Bahrain","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",416,,
"BGD","Bangladesh","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",7776,,
"USSR-ARM","Armenia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",678,,
"AFG","Afghanistan","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",9613,,
"ASIA","Asia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",1043140,,
"EURO","Europe","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",2098131,,
"ALB","Albania","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",1188,,
"USSR-BLR","Belarus","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",824,,
"BEL","Belgium","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",4507,,
"AUT","Austria","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",18859,,
"FYUG-BIH","Bosnia-Herzegovina","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",20559,,
"BGR","Bulgaria","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",2231,,
"CYP","Cyprus","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",19153,,
"CSFR-CZE","Czech Republic","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",6733,,
"DNK","Denmark","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",8564,,
"USSR-EST","Estonia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",2223,,
"FYUG-HRV","Croatia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",50290,,
"IRL","Ireland","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",49042,,
"ITA","Italy","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",217664,,
"HUN","Hungary","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",22396,,
"ISL","Iceland","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",278,,
"GIB","Gibraltar","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",246,,
"GRC","Greece","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",115258,,
"USSR-GEO","Georgia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",104,,
"DEU","Germany","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",105517,,
"FIN","Finland","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",8004,,
"FRA","France","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",17061,,
"USSR-LVA","Latvia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",6461,,
"USSR-LTU","Lithuania","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",3458,,
"LUX","Luxembourg","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",12,,
"FYUG-MKD","Macedonia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",42262,,
"USSR-MDA","Moldova","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",295,,
"MLT","Malta","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",46700,,
"NLD","Netherlands","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",82270,,
"NOR","Norway","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",3977,,
"ROU","Romania","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",11941,,
"USSR-RUS","Russia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",13748,,
"POL","Poland","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",57083,,
"PRT","Portugal","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",14959,,
"CSFR-SVK","Slovak Republic","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",2722,,
"FYUG-SVN","Slovenia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",6445,,
"ESP","Spain","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",12333,,
"FYUG-YUG","Serbia and Montenegro","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",52527,,
"TUR","Türkiye","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",28369,,
"SWE","Sweden","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",6139,,
"CHE","Switzerland","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",9741,,
"GBR","United Kingdom","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",1007738,,
"USSR-UKR","Ukraine","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",13243,,
"EURO_UN","Unknown place of birth in Europe","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",5007,,
"USA","United States","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",45706,,
"CAN","Canada","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",24650,,
"NOAM","North America","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",70356,,
"OCEA","Oceania","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",10658379,,
"ASM","American Samoa","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",30,,
"AUS","Australia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",10251332,,
"COK","Cook Islands","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",3939,,
"NZL","New Zealand","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",316000,,
"NRU","Nauru","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",242,,
"FJI","Fiji","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",40943,,
"KIR","Kiribati","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",210,,
"GUM","Guam","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",4,,
"TUV","Tuvalu","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",8,,
"TKL","Tokelau","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",84,,
"TON","Tonga","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",7269,,
"SLB","Solomon Islands","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",982,,
"WSM","Samoa","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",12443,,
"NIU","Niue","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",273,,
"NFK","Norfolk Islands","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",73,,
"PNG","Papua New Guinea","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",21776,,
"OCEA_UN","Unknown place of birth in Oceania","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",2146,,
"VUT","Vanuatu","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",625,,
"VEN","Venezuela","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",847,,
"SCAC_UN","Unknown place of birth in South and Central America and Carribean","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",3959,,
"SLV","Salvador","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",8786,,
"PAN","Panama","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",28,,
"PRY","Paraguay","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",145,,
"PER","Peru","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",5054,,
"PRI","Puerto Rico","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",14,,
"TTO","Trinidad and Tobago","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",970,,
"URY","Uruguay","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",9176,,
"GTM","Guatemala","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",86,,
"HND","Honduras","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",32,,
"JAM","Jamaica","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",536,,
"GUY","Guyana","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",304,,
"HTI","Haiti","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",15,,
"MEX","Mexico","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",889,,
"NIC","Nicaragua","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",539,,
"ANT","Netherlands Antilles","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",17,,
"CRI","Costa Rica","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",117,,
"COL","Colombia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",3729,,
"CUB","Cuba","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",225,,
"CHL","Chile","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",22466,,
"ECU","Ecuador","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",1101,,
"FLK","Falkland Islands","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",22,,
"ARG","Argentina","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",10236,,
"SCAC","South and Central America and Caribbean","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",74278,,
"BOL","Bolivia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",442,,
"BRA","Brazil","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",4185,,
"BMU","Bermuda","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",149,,
"BRB","Barbados","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",168,,
"BHS","Bahamas","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",41,,
"OTHER","Other and unknown places of birth","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",746396,,
"OTH","Other place of birth (foreign-born)","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",1169,,
"UNK","Unknown place of birth (foreign-born status unknown)","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_SEX","Men and women","AUS","Australia",745227,,
